symbol,name,sector,market_cap,date_of_listing
CRAFTSMAN.NS,Craftsman Automation Limited,Consumer Cyclical,168098365440,2021-03-25 03:45:00+00:00
HSCL.NS,Himadri Speciality Chemical Limited,Basic Materials,223678480384,2007-03-02 03:45:00+00:00
HEG.NS,HEG Limited,Industrials,103959789568,2002-07-01 03:45:00+00:00
ANANTRAJ.NS,Anant Raj Limited,Real Estate,211895533568,2006-09-27 03:45:00+00:00
NUVOCO.NS,Nuvoco Vistas Corporation Limited,Basic Materials,127528837120,2021-08-23 03:45:00+00:00
BLUEJET.NS,Blue Jet Healthcare Limited,Healthcare,99557376000,2023-11-01 03:45:00+00:00
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Energy,179058098176,2002-07-01 03:45:00+00:00
PHOENIXLTD.NS,The Phoenix Mills Limited,Real Estate,622675492864,2007-04-23 03:45:00+00:00
LATENTVIEW.NS,Latent View Analytics Limited,Industrials,100848762880,2021-11-23 03:45:00+00:00
ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,917902000128,2017-09-01 03:45:00+00:00
HINDCOPPER.NS,Hindustan Copper Limited,Basic Materials,316410265600,2010-01-08 03:45:00+00:00
YESBANK.NS,Yes Bank Limited,Financial Services,715382915072,2005-07-12 03:45:00+00:00
FEDERALBNK.NS,The Federal Bank Limited,Financial Services,624226533376,1996-01-01 03:45:00+00:00
IIFL.NS,IIFL Finance Limited,Financial Services,241372971008,2005-05-17 03:45:00+00:00
LUPIN.NS,Lupin Limited,Healthcare,944942481408,2001-09-10 03:45:00+00:00
GVT&D.NS,GE Vernova T&D India Ltd,Industrials,739411165184,2002-08-12 03:45:00+00:00
SYRMA.NS,Syrma SGS Technology Limited,Technology,163851747328,2022-08-26 03:45:00+00:00
PRESTIGE.NS,Prestige Estates Projects Limited,Real Estate,719061057536,2010-10-27 03:45:00+00:00
ABREL.NS,Aditya Birla Real Estate Limited,Basic Materials,193441906688,1996-01-01 03:45:00+00:00
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,Financial Services,138391470080,2024-11-14 03:45:00+00:00
FSL.NS,Firstsource Solutions Limited,Technology,241898897408,2007-02-22 03:45:00+00:00
VEDL.NS,Vedanta Limited,Basic Materials,2030172504064,1996-01-01 03:45:00+00:00
THELEELA.NS,Leela Palaces Hotels & Resorts Limited,Consumer Cyclical,137523331072,2025-06-02 03:45:00+00:00
IDBI.NS,IDBI Bank Limited,Financial Services,1088035618816,1996-01-01 03:45:00+00:00
GRANULES.NS,Granules India Limited,Healthcare,133965266944,2005-06-20 03:45:00+00:00
GLENMARK.NS,Glenmark Pharmaceuticals Limited,Healthcare,547102687232,2002-07-01 03:45:00+00:00
VENTIVE.NS,VENTIVE HOSPITALITY LTD,Consumer Cyclical,171489591296,2024-12-30 03:45:00+00:00
JPPOWER.NS,Jaiprakash Power Ventures Limited,Utilities,127890333696,2005-04-18 03:45:00+00:00
SBFC.NS,SBFC Finance Limited,Financial Services,115712425984,2023-08-16 03:45:00+00:00
BHEL.NS,Bharat Heavy Electricals Limited,Industrials,1014673244160,1996-01-01 03:45:00+00:00
MUTHOOTFIN.NS,Muthoot Finance Limited,Financial Services,1509156192256,2011-05-06 03:45:00+00:00
HINDZINC.NS,Hindustan Zinc Limited,Basic Materials,2007237656576,2002-08-12 03:45:00+00:00
CUB.NS,City Union Bank Limited,Financial Services,202741268480,2002-07-01 03:45:00+00:00
KPIL.NS,Kalpataru Projects International Limited,Industrials,205968769024,2023-05-30 03:45:00+00:00
ASHOKLEY.NS,Ashok Leyland Limited,Industrials,930124922880,2002-07-01 03:45:00+00:00
MAHSCOOTER.NS,Maharashtra Scooters Ltd.,Financial Services,166130024448,2002-07-01 03:45:00+00:00
DATAPATTNS.NS,Data Patterns (India) Limited,Industrials,165986861056,2021-12-24 03:45:00+00:00
SARDAEN.NS,Sarda Energy & Minerals Limited,Basic Materials,171010637824,2009-12-03 03:45:00+00:00
NEULANDLAB.NS,Neuland Laboratories Limited,Healthcare,213734211584,2008-10-13 03:45:00+00:00
JMFINANCIL.NS,JM Financial Limited,Financial Services,139931074560,2006-10-10 03:45:00+00:00
IDEA.NS,Vodafone Idea Limited,Communication Services,1105373429760,2007-03-09 03:45:00+00:00
KIRLOSENG.NS,Kirloskar Oil Engines Limited,Industrials,165619662848,2002-08-12 03:45:00+00:00
GMRAIRPORT.NS,GMR Airports Limited,Industrials,1128192147456,2006-08-21 03:45:00+00:00
BEL.NS,Bharat Electronics Limited,Industrials,3020035194880,2002-07-01 03:45:00+00:00
MAHABANK.NS,Bank of Maharashtra,Financial Services,455416938496,2004-04-12 03:45:00+00:00
AUROPHARMA.NS,Aurobindo Pharma Limited,Healthcare,716883427328,1996-01-15 03:45:00+00:00
NAVA.NS,Nava Limited,Industrials,148842348544,2002-07-01 03:45:00+00:00
IDFCFIRSTB.NS,IDFC First Bank Limited,Financial Services,692689108992,2015-11-06 03:45:00+00:00
ABLBL.NS,ADITYA BIRLA LIFES BRAN L,Consumer Cyclical,161072611328,2025-06-23 03:45:00+00:00
ACMESOLAR.NS,ACME SOLAR HOLDINGS LTD,Utilities,141282312192,2024-11-13 03:45:00+00:00
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,Financial Services,1458616401920,2002-07-01 03:45:00+00:00
CAMPUS.NS,Campus Activewear Limited,Consumer Cyclical,82676514816,2022-05-09 03:45:00+00:00
SBIN.NS,State Bank of India,Financial Services,8979083165696,1996-01-01 03:45:00+00:00
JWL.NS,Jupiter Wagons Limited,Industrials,124802424832,2010-10-18 03:45:00+00:00
EIDPARRY.NS,E.I.D.- Parry (India) Limited,Basic Materials,183173332992,2002-07-01 03:45:00+00:00
KARURVYSYA.NS,The Karur Vysya Bank Limited,Financial Services,242524684288,1996-01-01 03:45:00+00:00
GODREJPROP.NS,Godrej Properties Limited,Real Estate,631810424832,2010-01-05 03:45:00+00:00
SOBHA.NS,Sobha Limited,Real Estate,164932419584,2006-12-20 03:45:00+00:00
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,Industrials,318315790336,2018-10-24 03:45:00+00:00
HINDALCO.NS,Hindalco Industries Limited,Basic Materials,1807771107328,1996-01-01 03:45:00+00:00
ATHERENERG.NS,Ather Energy Limited,Consumer Cyclical,270150778880,2025-05-06 03:45:00+00:00
WELCORP.NS,Welspun Corp Limited,Basic Materials,227404742656,2000-06-23 03:45:00+00:00
MAXHEALTH.NS,Max Healthcare Institute Limited,Healthcare,1129600909312,2020-08-21 03:45:00+00:00
GRAPHITE.NS,Graphite India Limited,Industrials,108785131520,2002-07-01 03:45:00+00:00
JSWSTEEL.NS,JSW Steel Limited,Basic Materials,2821142085632,2003-05-08 03:45:00+00:00
MMTC.NS,MMTC Limited,Industrials,92100001792,2010-01-08 03:45:00+00:00
DRREDDY.NS,Dr. Reddy's Laboratories Limited,Healthcare,1038989656064,1996-01-01 03:45:00+00:00
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,Energy,137542696960,2002-07-01 03:45:00+00:00
NHPC.NS,NHPC Limited,Utilities,773467668480,2009-09-01 03:45:00+00:00
JUBLPHARMA.NS,Jubilant Pharmova Limited,Healthcare,174259339264,2002-07-01 03:45:00+00:00
CENTURYPLY.NS,Century Plyboards (India) Limited,Basic Materials,180014874624,2006-03-23 03:45:00+00:00
CEATLTD.NS,CEAT Limited,Consumer Cyclical,156713549824,2008-02-01 03:45:00+00:00
LTF.NS,L&T Finance Limited,Financial Services,769802436608,2011-08-12 03:45:00+00:00
BSE.NS,BSE Limited,Financial Services,1182119886848,2017-02-03 03:45:00+00:00
JUBLFOOD.NS,Jubilant FoodWorks Limited,Consumer Cyclical,399462334464,2010-02-08 03:45:00+00:00
ADANIPOWER.NS,Adani Power Limited,Utilities,2872455200768,2009-08-20 03:45:00+00:00
LEMONTREE.NS,Lemon Tree Hotels Limited,Consumer Cyclical,122126655488,2018-04-09 03:45:00+00:00
NATIONALUM.NS,National Aluminium Company Limited,Basic Materials,480275103744,1999-04-28 03:45:00+00:00
POLYCAB.NS,Polycab India Limited,Industrials,1124805771264,2019-04-16 03:45:00+00:00
CENTRALBK.NS,Central Bank of India,Financial Services,350651285504,2007-08-21 03:45:00+00:00
AKUMS.NS,AKUMS DRUGS AND PHARMA L,Healthcare,64743215104,2024-08-06 03:45:00+00:00
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Basic Materials,380245770240,2019-10-16 03:45:00+00:00
AEGISLOG.NS,AEGIS LOGISTICS LIMITED,Energy,267496144896,2024-05-30 03:45:00+00:00
SUMICHEM.NS,Sumitomo Chemical India Limited,Basic Materials,227810099200,2020-01-27 03:45:00+00:00
AUBANK.NS,AU Small Finance Bank Limited,Financial Services,705503559680,2017-07-11 03:45:00+00:00
RPOWER.NS,Reliance Power Limited,Utilities,166295470080,2008-02-11 03:45:00+00:00
MOTHERSON.NS,Samvardhana Motherson International Limited,Consumer Cyclical,1221254578176,2002-07-01 03:45:00+00:00
BRIGADE.NS,Brigade Enterprises Limited,Real Estate,220266004480,2007-12-31 03:45:00+00:00
RELIANCE.NS,Reliance Industries Limited,Energy,21123613851648,1996-01-01 03:45:00+00:00
ANGELONE.NS,Angel One Limited,Financial Services,250048233472,2020-10-05 03:45:00+00:00
HEROMOTOCO.NS,Hero MotoCorp Limited,Consumer Cyclical,1229601636352,2002-07-01 03:45:00+00:00
INDIANB.NS,Indian Bank,Financial Services,1167900934144,2007-03-01 03:45:00+00:00
RADICO.NS,Radico Khaitan Limited,Consumer Defensive,424540078080,2003-06-18 03:45:00+00:00
AKZOINDIA.NS,Akzo Nobel India Limited,Basic Materials,155046543360,2002-07-01 03:45:00+00:00
UPL.NS,UPL Limited,Basic Materials,640545128448,2002-07-01 03:45:00+00:00
JIOFIN.NS,Jio Financial Services Limited,Financial Services,1945967263744,2023-08-21 03:45:00+00:00
BANKBARODA.NS,Bank of Baroda Limited,Financial Services,1485818560512,2002-07-01 03:45:00+00:00
CIPLA.NS,Cipla Limited,Healthcare,1231204777984,1996-01-01 03:45:00+00:00
NSLNISP.NS,NMDC Steel Limited,Basic Materials,125459243008,2023-02-20 03:45:00+00:00
MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,240768368640,2010-06-30 03:45:00+00:00
OBEROIRLTY.NS,Oberoi Realty Limited,Real Estate,603904016384,2010-10-20 03:45:00+00:00
INDIACEM.NS,The India Cements Limited,Basic Materials,185868828672,1996-01-02 03:45:00+00:00
SAIL.NS,Steel Authority of India Limited,Basic Materials,566476734464,1996-01-01 03:45:00+00:00
IOB.NS,Indian Overseas Bank,Financial Services,755243483136,2002-07-01 03:45:00+00:00
HUDCO.NS,Housing and Urban Development Corporation Limited,Financial Services,479475073024,2017-05-19 03:45:00+00:00
SHRIRAMFIN.NS,Shriram Finance Limited,Financial Services,1633421492224,2002-07-01 03:45:00+00:00
TARIL.NS,TRANS & RECTI. LTD,Industrials,85487222784,2013-06-06 03:45:00+00:00
RAILTEL.NS,RailTel Corporation of India Limited,Communication Services,111372681216,2021-02-26 03:45:00+00:00
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,173747830784,1996-01-01 03:45:00+00:00
APARINDS.NS,APAR Industries Limited,Industrials,369645649920,2004-07-12 03:45:00+00:00
GICRE.NS,General Insurance Corporation of India,Financial Services,676233478144,2017-10-25 03:45:00+00:00
POONAWALLA.NS,Poonawalla Fincorp Limited,Financial Services,377423364096,2004-04-27 03:45:00+00:00
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,2516909817856,2002-07-01 03:45:00+00:00
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,Basic Materials,177448894464,2002-07-01 03:45:00+00:00
BEML.NS,BEML Limited,Industrials,154417807360,2002-07-01 03:45:00+00:00
GODREJCP.NS,Godrej Consumer Products Limited,Consumer Defensive,1169159225344,2002-07-01 03:45:00+00:00
EMCURE.NS,EMCURE PHARMACEUTICALS L,Healthcare,267419123712,2024-07-10 03:45:00+00:00
IEX.NS,Indian Energy Exchange Limited,Financial Services,125284630528,2017-10-23 03:45:00+00:00
UNIONBANK.NS,Union Bank of India,Financial Services,1172598161408,2002-09-24 03:45:00+00:00
TATASTEEL.NS,Tata Steel Limited,Basic Materials,2095894102016,1996-01-01 03:45:00+00:00
FACT.NS,The Fertilisers and Chemicals Travancore Limited,Basic Materials,571688091648,2002-07-01 03:45:00+00:00
DLF.NS,DLF Limited,Real Estate,1797209063424,2007-07-05 03:45:00+00:00
ZENTEC.NS,Zen Technologies Limited,Industrials,126735130624,2015-03-30 03:45:00+00:00
IGIL.NS,International Gemmological Institute (India) Limited,Basic Materials,141748387840,2024-12-20 03:45:00+00:00
SBICARD.NS,SBI Cards and Payment Services Limited,Financial Services,838741590016,2020-03-16 03:45:00+00:00
KAJARIACER.NS,Kajaria Ceramics Limited,Industrials,172810436608,2002-07-01 03:45:00+00:00
AIAENG.NS,AIA Engineering Limited,Industrials,357090394112,2005-12-14 03:45:00+00:00
IRCON.NS,Ircon International Limited,Industrials,153078333440,2018-09-28 03:45:00+00:00
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,Healthcare,1260844613632,2002-07-01 03:45:00+00:00
ANANDRATHI.NS,Anand Rathi Wealth Limited,Financial Services,238684323840,2021-12-14 03:45:00+00:00
MINDACORP.NS,Minda Corporation Limited,Consumer Cyclical,138027417600,2012-03-19 03:45:00+00:00
RHIM.NS,RHI Magnesita India Limited,Industrials,96575938560,2012-03-12 03:45:00+00:00
TTML.NS,Tata Teleservices (Maharashtra) Limited,Communication Services,102966042624,2000-10-26 03:45:00+00:00
CUMMINSIND.NS,Cummins India Limited,Industrials,1235780894720,2002-07-01 03:45:00+00:00
ADANIENSOL.NS,Adani Energy Solutions Limited,Utilities,1180740747264,2023-08-16 03:45:00+00:00
GODREJAGRO.NS,Godrej Agrovet Limited,Consumer Defensive,115995426816,2017-10-16 03:45:00+00:00
EIHOTEL.NS,EIH Limited,Consumer Cyclical,234417766400,1996-01-01 03:45:00+00:00
AMBUJACEM.NS,Ambuja Cements Limited,Basic Materials,1354178887680,2002-07-01 03:45:00+00:00
ZYDUSLIFE.NS,Zydus Lifesciences Limited,Healthcare,943344386048,2000-04-27 03:45:00+00:00
PETRONET.NS,Petronet LNG Limited,Energy,411820228608,2004-03-26 03:45:00+00:00
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,Healthcare,277581037568,2002-07-01 03:45:00+00:00
FORTIS.NS,Fortis Healthcare Limited,Healthcare,697468125184,2007-05-09 03:45:00+00:00
PFC.NS,Power Finance Corporation Limited,Financial Services,1207141400576,2007-02-23 03:45:00+00:00
KFINTECH.NS,KFin Technologies Limited,Technology,183676043264,2022-12-29 03:45:00+00:00
BANKINDIA.NS,Bank of India Limited,Financial Services,669469769728,2002-07-01 03:45:00+00:00
AADHARHFC.NS,AADHAR HOUSING FINANCE L,Financial Services,209465933824,2024-05-15 03:45:00+00:00
PFIZER.NS,Pfizer Limited,Healthcare,231735132160,2002-07-01 03:45:00+00:00
ETERNAL.NS,Eternal Limited,Consumer Cyclical,2756956651520,2021-07-23 03:45:00+00:00
ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,3065196052480,1996-01-01 03:45:00+00:00
PNB.NS,Punjab National Bank,Financial Services,1433484263424,2002-07-01 03:45:00+00:00
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,499764363264,2006-03-17 03:45:00+00:00
NTPC.NS,NTPC Limited,Utilities,3172264312832,2004-11-05 03:45:00+00:00
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,Financial Services,904811511808,2016-09-29 03:45:00+00:00
SAGILITY.NS,Sagility Limited,Healthcare,233645113344,2024-11-12 03:45:00+00:00
USHAMART.NS,Usha Martin Limited,Basic Materials,128185638912,2002-01-01 03:45:00+00:00
INDHOTEL.NS,The Indian Hotels Company Limited,Consumer Cyclical,1048859246592,2002-07-01 03:45:00+00:00
HYUNDAI.NS,HYUNDAI MOTOR INDIA LTD,Consumer Cyclical,1871525969920,2024-10-22 03:45:00+00:00
MANKIND.NS,Mankind Pharma Limited,Healthcare,927366578176,2023-05-09 03:45:00+00:00
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,3356147056640,2002-08-12 03:45:00+00:00
PNBHOUSING.NS,PNB Housing Finance Limited,Financial Services,237922467840,2016-11-07 03:45:00+00:00
JUBLINGREA.NS,Jubilant Ingrevia Limited,Basic Materials,112670474240,2021-03-19 03:45:00+00:00
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,2759826866176,2002-07-01 03:45:00+00:00
GAIL.NS,GAIL (India) Limited,Utilities,1207118856192,1997-04-02 03:45:00+00:00
J&KBANK.NS,Jammu and Kashmir Bank Limited,Financial Services,118564315136,2002-08-12 03:45:00+00:00
INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,140532105216,2019-07-04 03:45:00+00:00
NBCC.NS,NBCC (India) Limited,Industrials,317438984192,2012-04-12 03:45:00+00:00
NMDC.NS,NMDC Limited,Basic Materials,652430671872,2008-03-03 03:45:00+00:00
EXIDEIND.NS,Exide Industries Limited,Consumer Cyclical,312499961856,2002-07-01 03:45:00+00:00
CREDITACC.NS,CreditAccess Grameen Limited,Financial Services,218686619648,2018-08-23 03:45:00+00:00
SYNGENE.NS,Syngene International Limited,Healthcare,258331000832,2015-08-11 03:45:00+00:00
SBILIFE.NS,SBI Life Insurance Company Limited,Financial Services,2010424016896,2017-10-03 03:45:00+00:00
IPCALAB.NS,Ipca Laboratories Limited,Healthcare,355300966400,1996-01-01 03:45:00+00:00
SAREGAMA.NS,Saregama India Limited,Communication Services,75827437568,2002-07-01 03:45:00+00:00
MPHASIS.NS,Mphasis Limited,Technology,531945684992,2002-07-01 03:45:00+00:00
CANBK.NS,Canara Bank,Financial Services,1371028848640,2002-12-23 03:45:00+00:00
BHARATFORG.NS,Bharat Forge Limited,Consumer Cyclical,687781052416,1996-01-01 03:45:00+00:00
UCOBANK.NS,UCO Bank,Financial Services,388979261440,2003-10-09 03:45:00+00:00
LICHSGFIN.NS,LIC Housing Finance Limited,Financial Services,302452113408,2002-07-01 03:45:00+00:00
NCC.NS,NCC Limited,Industrials,109672235008,2002-08-12 03:45:00+00:00
INDUSTOWER.NS,Indus Towers Limited,Communication Services,1065534423040,2012-12-28 03:45:00+00:00
ULTRACEMCO.NS,UltraTech Cement Limited,Basic Materials,3421372153856,2002-08-12 03:45:00+00:00
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,Basic Materials,87466426368,2007-11-26 03:45:00+00:00
METROPOLIS.NS,Metropolis Healthcare Limited,Healthcare,100228620288,2019-04-15 03:45:00+00:00
POWERINDIA.NS,Hitachi Energy India Limited,Industrials,974708473856,2020-03-30 03:45:00+00:00
LODHA.NS,Lodha Developers Limited,Real Estate,1157760548864,2021-04-19 03:45:00+00:00
UNOMINDA.NS,Uno Minda Limited,Consumer Cyclical,758683992064,2007-02-02 03:45:00+00:00
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,5001516154880,2003-07-09 03:45:00+00:00
OIL.NS,Oil India Limited,Energy,678702088192,2009-09-30 03:45:00+00:00
JKCEMENT.NS,J.K. Cement Limited,Basic Materials,450667053056,2006-03-14 03:45:00+00:00
BALKRISIND.NS,Balkrishna Industries Limited,Consumer Cyclical,443875590144,2006-01-27 03:45:00+00:00
COCHINSHIP.NS,Cochin Shipyard Limited,Industrials,441554796544,2017-08-11 03:45:00+00:00
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,1724483895296,2003-03-12 03:45:00+00:00
FINCABLES.NS,Finolex Cables Limited,Industrials,115515080704,2002-07-01 03:45:00+00:00
WHIRLPOOL.NS,Whirlpool of India Limited,Consumer Cyclical,135853064192,2002-08-12 03:45:00+00:00
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Healthcare,1053869604864,2002-07-01 03:45:00+00:00
TITAN.NS,Titan Company Limited,Consumer Cyclical,3464532590592,1996-01-01 03:45:00+00:00
VBL.NS,Varun Beverages Limited,Consumer Defensive,1580065226752,2016-11-08 03:45:00+00:00
ONESOURCE.NS,ONESOURCE SPECL PHARMA L,Healthcare,183080009728,2025-01-24 03:45:00+00:00
SIEMENS.NS,Siemens Limited,Industrials,1174845390848,1999-01-04 03:45:00+00:00
PTCIL.NS,PTC Industries Limited,Industrials,270840397824,2023-06-09 03:45:00+00:00
AJANTPHARM.NS,Ajanta Pharma Limited,Healthcare,317573562368,2002-07-01 03:45:00+00:00
AMBER.NS,Amber Enterprises India Limited,Consumer Cyclical,250249068544,2018-01-30 03:45:00+00:00
DEVYANI.NS,Devyani International Limited,Consumer Cyclical,169211723776,2021-08-16 03:45:00+00:00
PATANJALI.NS,Patanjali Foods Limited,Consumer Defensive,617314779136,2002-07-01 03:45:00+00:00
LTFOODS.NS,LT Foods Limited,Consumer Defensive,141610418176,2023-10-30 03:45:00+00:00
JBMA.NS,JBM Auto Limited,Consumer Cyclical,146801459200,2004-12-17 03:45:00+00:00
AXISBANK.NS,Axis Bank Limited,Financial Services,3985022124032,1998-11-27 03:45:00+00:00
JYOTICNC.NS,Jyoti CNC Automation Limited,Industrials,236451790848,2024-01-16 03:45:00+00:00
LT.NS,Larsen & Toubro Limited,Industrials,5630527537152,2002-07-01 03:45:00+00:00
SOLARINDS.NS,Solar Industries India Limited,Basic Materials,1207227777024,2006-04-03 03:45:00+00:00
NATCOPHARM.NS,NATCO Pharma Limited,Healthcare,158207754240,1996-01-01 03:45:00+00:00
PCBL.NS,PCBL Chemical Limited,Basic Materials,129113128960,2002-07-01 03:45:00+00:00
WAAREEENER.NS,WAAREE ENERGIES LIMITED,Technology,928936296448,2024-10-28 03:45:00+00:00
PIDILITIND.NS,Pidilite Industries Limited,Basic Materials,1496243109888,2002-07-01 03:45:00+00:00
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,Financial Services,1257486942208,2002-08-12 03:45:00+00:00
PIIND.NS,PI Industries Limited,Basic Materials,520675819520,2011-06-15 03:45:00+00:00
LAURUSLABS.NS,Laurus Labs Limited,Healthcare,540461006848,2016-12-19 03:45:00+00:00
RBLBANK.NS,RBL Bank Limited,Financial Services,192278478848,2016-08-31 03:45:00+00:00
OLECTRA.NS,Olectra Greentech Limited,Industrials,104551407616,2002-07-01 03:45:00+00:00
FINPIPE.NS,Finolex Industries Limited,Industrials,112322912256,2002-07-01 03:45:00+00:00
HBLENGINE.NS,HBL ENGINEERING LTD,Industrials,243598917632,2024-12-12 03:45:00+00:00
TVSMOTOR.NS,TVS Motor Company Limited,Consumer Cyclical,1666016083968,2000-08-02 03:45:00+00:00
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,Financial Services,986531299328,2017-09-27 03:45:00+00:00
APLAPOLLO.NS,APL Apollo Tubes Limited,Basic Materials,480120176640,2011-12-14 03:45:00+00:00
COALINDIA.NS,Coal India Limited,Energy,2326429958144,2010-11-04 03:45:00+00:00
HFCL.NS,HFCL Limited,Technology,102980788224,2002-08-12 03:45:00+00:00
FORCEMOT.NS,Force Motors Limited,Consumer Cyclical,227369582592,2019-08-19 03:45:00+00:00
JSWINFRA.NS,JSW Infrastructure Limited,Industrials,561977491456,2023-10-03 03:45:00+00:00
HDFCLIFE.NS,HDFC Life Insurance Company Limited,Financial Services,1679108210688,2017-11-17 03:45:00+00:00
LICI.NS,Life Insurance Corporation of India,Financial Services,5698190573568,2022-05-17 03:45:00+00:00
ABB.NS,ABB India Limited,Industrials,1105241964544,2002-07-01 03:45:00+00:00
ATUL.NS,Atul Ltd,Basic Materials,174516011008,2002-07-01 03:45:00+00:00
MCX.NS,Multi Commodity Exchange of India Limited,Financial Services,527404072960,2012-03-09 03:45:00+00:00
JINDALSAW.NS,Jindal Saw Limited,Basic Materials,106400284672,2002-07-01 03:45:00+00:00
HAL.NS,Hindustan Aeronautics Limited,Industrials,2988287197184,2018-04-02 03:45:00+00:00
CDSL.NS,Central Depository Services (India) Limited,Financial Services,337869406208,2017-06-30 03:45:00+00:00
ADANIGREEN.NS,Adani Green Energy Limited,Utilities,1694944329728,2018-06-18 03:45:00+00:00
TRIVENI.NS,Triveni Engineering & Industries Limited,Consumer Defensive,79120670720,2005-12-13 03:45:00+00:00
OLAELEC.NS,OLA ELECTRIC MOBILITY LTD,Consumer Cyclical,174675574784,2024-08-09 03:45:00+00:00
SUPREMEIND.NS,The Supreme Industries Limited,Industrials,434888146944,2002-07-01 03:45:00+00:00
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,4345435521024,1996-01-01 03:45:00+00:00
CONCOR.NS,Container Corporation of India Limited,Industrials,391965114368,2002-07-01 03:45:00+00:00
TORNTPOWER.NS,Torrent Power Limited,Utilities,663439409152,2006-11-28 03:45:00+00:00
BLUEDART.NS,Blue Dart Express Limited,Industrials,136316977152,2002-07-01 03:45:00+00:00
AFCONS.NS,AFCONS INFRASTRUCTURE LTD,Industrials,150902030336,2024-11-04 03:45:00+00:00
GODREJIND.NS,Godrej Industries Limited,Industrials,350847795200,2002-07-01 03:45:00+00:00
SHYAMMETL.NS,Shyam Metalics and Energy Limited,Basic Materials,227076128768,2021-06-24 03:45:00+00:00
ENDURANCE.NS,Endurance Technologies Limited,Consumer Cyclical,375851122688,2016-10-19 03:45:00+00:00
MANYAVAR.NS,Vedant Fashions Limited,Consumer Cyclical,149532033024,2022-02-16 03:45:00+00:00
DMART.NS,Avenue Supermarts Limited,Consumer Defensive,2605274890240,2017-03-21 03:45:00+00:00
